path,word,token,phrase,upload_date
content/asl_app_data/dictionary/SG ASL Blast 2 2024-5-5 GIF.gif,,BLAST 2,,
content/asl_app_data/dictionary/SG ASL Blast 2 2024-5-5.mkv,,BLAST 2,,
content/asl_app_data/dictionary/SG ASL Benevolent (Other Variant) 2024-3-27 CC.mp4,,BENEVOLENT (OTHER VARIANT),,
content/asl_app_data/dictionary/SG ASL Benevolent (Other Variant) 2024-3-27 GIF.gif,,BENEVOLENT (OTHER VARIANT),,
content/asl_app_data/dictionary/SG ASL Benevolent (Other Variant) 2024-3-27.mkv,,BENEVOLENT (OTHER VARIANT),,
content/asl_app_data/dictionary/SG ASL Beef (Alt) 1 2024-3-2 GIF.gif,,BEEF (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Beef (Alt) 1 2024-3-2.mkv,,BEEF (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Beef (Alt) 1 2024-3-2 CC.mp4,,BEEF (ALT) 1,,
content/asl_app_data/dictionary/SG ASL BLM 2 2024-5-13.mkv,,BLM 2,,
content/asl_app_data/dictionary/SG ASL BLM 2 2024-5-13 GIF.gif,,BLM 2,,
content/asl_app_data/dictionary/SG ASL BLM 2 2024-5-13 CC.mp4,,BLM 2,,
content/asl_app_data/dictionary/SG ASL Box 2 2024-7-3 CC.mp4,,BOX 2,,
content/asl_app_data/dictionary/SG ASL Box 2 2024-7-3 GIF.gif,,BOX 2,,
content/asl_app_data/dictionary/SG ASL Box 2 2024-7-3.mkv,,BOX 2,,
content/asl_app_data/dictionary/SG ASL Blood Pressure 2 2024-5-15 GIF.gif,,BLOOD PRESSURE 2,,
content/asl_app_data/dictionary/SG ASL Blood Pressure 2 2024-5-15.mkv,,BLOOD PRESSURE 2,,
content/asl_app_data/dictionary/SG ASL Blood Pressure 2 2024-5-15 CC.mp4,,BLOOD PRESSURE 2,,
content/asl_app_data/dictionary/SG ASL Band Aid (Alt) 1 2023-12-30 CC.mp4,,BAND AID (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Band Aid (Alt) 1 2023-12-30.mkv,,BAND AID (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Band Aid (Alt) 1 2023-12-30 GIF.gif,,BAND AID (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Blow it 2 2024-5-20.mkv,,BLOW IT 2,,
content/asl_app_data/dictionary/SG ASL Blow it 2 2024-5-20 GIF.gif,,BLOW IT 2,,
content/asl_app_data/dictionary/SG ASL Blow it 2 2024-5-20 CC.mp4,,BLOW IT 2,,
content/asl_app_data/dictionary/SG ASL Bedspreads 2 2024-2-29 CC.mp4,,BEDSPREADS 2,,
content/asl_app_data/dictionary/SG ASL Bedspreads 2 2024-2-29.mkv,,BEDSPREADS 2,,
content/asl_app_data/dictionary/SG ASL Bedspreads 2 2024-2-29 GIF.gif,,BEDSPREADS 2,,
content/asl_app_data/dictionary/SG ASL Beauty (Alt) 2024-2-24.mkv,,BEAUTY (ALT),,
content/asl_app_data/dictionary/SG ASL Beauty (Alt) 2024-2-24 CC.mp4,,BEAUTY (ALT),,
content/asl_app_data/dictionary/SG ASL Beauty (Alt) 2024-2-24 GIF.gif,,BEAUTY (ALT),,
content/asl_app_data/dictionary/SG ASL Balance (Alt) 2023-12-17.mkv,,BALANCE (ALT),,
content/asl_app_data/dictionary/SG ASL Balance (Alt) 2023-12-17 GIF.gif,,BALANCE (ALT),,
content/asl_app_data/dictionary/SG ASL Balance (Alt) 2023-12-17 CC.mp4,,BALANCE (ALT),,
content/asl_app_data/dictionary/SG ASL Belly (Alt) 2024-3-18 GIF.gif,,BELLY (ALT),,
content/asl_app_data/dictionary/SG ASL Belly (Alt) 2024-3-18.mkv,,BELLY (ALT),,
content/asl_app_data/dictionary/SG ASL Belly (Alt) 2024-3-18 CC.mp4,,BELLY (ALT),,
content/asl_app_data/dictionary/SG ASL Bye Other Variant 2024-9-7 CC.mp4,,BYE OTHER VARIANT,,
content/asl_app_data/dictionary/SG ASL Bye Other Variant 2024-9-7 GIF.gif,,BYE OTHER VARIANT,,
content/asl_app_data/dictionary/SG ASL Bye Other Variant 2024-9-7.mkv,,BYE OTHER VARIANT,,
content/asl_app_data/dictionary/SG ASL Bitter Taste 2 2024-4-27.mkv,,BITTER TASTE 2,,
content/asl_app_data/dictionary/SG ASL Bitter Taste 2 2024-4-27 CC.mp4,,BITTER TASTE 2,,
content/asl_app_data/dictionary/SG ASL Bitter Taste 2 2024-4-27 GIF.gif,,BITTER TASTE 2,,
content/asl_app_data/dictionary/SG ASL Batman (Other) 2024-2-5.mkv,,BATMAN (OTHER),,
content/asl_app_data/dictionary/SG ASL Batman (Other) 2024-2-5 GIF.gif,,BATMAN (OTHER),,
content/asl_app_data/dictionary/SG ASL Batman (Other) 2024-2-5 CC.mp4,,BATMAN (OTHER),,
content/asl_app_data/dictionary/SG ASL Bandit (Variant) 2 2024-1-2.mkv,,BANDIT (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Bandit (Variant) 2 2024-1-2 GIF.gif,,BANDIT (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Bandit (Variant) 2 2024-1-2 CC.mp4,,BANDIT (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Bond Alt 2024-6-6.mkv,,BOND ALT,,
content/asl_app_data/dictionary/SG ASL Bond Alt 2024-6-6 CC.mp4,,BOND ALT,,
content/asl_app_data/dictionary/SG ASL Bond Alt 2024-6-6 GIF.gif,,BOND ALT,,
content/asl_app_data/dictionary/SG ASL Bellow 2 2024-3-17.mkv,,BELLOW 2,,
content/asl_app_data/dictionary/SG ASL Bellow 2 2024-3-17 CC.mp4,,BELLOW 2,,
content/asl_app_data/dictionary/SG ASL Bellow 2 2024-3-17 GIF.gif,,BELLOW 2,,
content/asl_app_data/dictionary/SG ASL Beneath (Alt) 2024-3-25.mkv,,BENEATH (ALT),,
content/asl_app_data/dictionary/SG ASL Beneath (Alt) 2024-3-25 CC.mp4,,BENEATH (ALT),,
content/asl_app_data/dictionary/SG ASL Beneath (Alt) 2024-3-25 GIF.gif,,BENEATH (ALT),,
content/asl_app_data/dictionary/SG ASL Bathroom (Alt) 2 2024-2-4.mkv,,BATHROOM (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bathroom (Alt) 2 2024-2-4 CC.mp4,,BATHROOM (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bathroom (Alt) 2 2024-2-4 GIF.gif,,BATHROOM (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Born Again Christian 2024-6-21 GIF.gif,,BORN AGAIN CHRISTIAN,,
content/asl_app_data/dictionary/SG ASL Born Again Christian 2024-6-21 CC.mp4,,BORN AGAIN CHRISTIAN,,
content/asl_app_data/dictionary/SG ASL Born Again Christian 2024-6-21.mkv,,BORN AGAIN CHRISTIAN,,
content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt) 2024-1-21 CC.mp4,,BASEBALL GLOVE (ALT),,
content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt) 2024-1-21.mkv,,BASEBALL GLOVE (ALT),,
content/asl_app_data/dictionary/SG ASL Baseball Glove (Alt) 2024-1-21 GIF.gif,,BASEBALL GLOVE (ALT),,
"content/asl_app_data/dictionary/SG ASL Bawl (Yell, at me) 2024-2-11 GIF.gif",,"BAWL (YELL, AT ME)",,
"content/asl_app_data/dictionary/SG ASL Bawl (Yell, at me) 2024-2-11.mkv",,"BAWL (YELL, AT ME)",,
"content/asl_app_data/dictionary/SG ASL Bawl (Yell, at me) 2024-2-11 CC.mp4",,"BAWL (YELL, AT ME)",,
content/asl_app_data/dictionary/SG ASL Beat Up (Alt) 2 2024-2-23 CC.mp4,,BEAT UP (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Beat Up (Alt) 2 2024-2-23 GIF.gif,,BEAT UP (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Beat Up (Alt) 2 2024-2-23.mkv,,BEAT UP (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Break 2 2024-7-14 CC.mp4,,BREAK 2,,
content/asl_app_data/dictionary/SG ASL Break 2 2024-7-14 GIF.gif,,BREAK 2,,
content/asl_app_data/dictionary/SG ASL Break 2 2024-7-14.mkv,,BREAK 2,,
content/asl_app_data/dictionary/SG ASL Badmouthing 1 2023-12-14 CC.mp4,,BADMOUTHING 1,,
content/asl_app_data/dictionary/SG ASL Badmouthing 1 2023-12-14 GIF.gif,,BADMOUTHING 1,,
content/asl_app_data/dictionary/SG ASL Badmouthing 1 2023-12-14.mkv,,BADMOUTHING 1,,
content/asl_app_data/dictionary/SG ASL Bye Alt 2024-9-7 CC.mp4,,BYE ALT,,
content/asl_app_data/dictionary/SG ASL Bye Alt 2024-9-7.mkv,,BYE ALT,,
content/asl_app_data/dictionary/SG ASL Bye Alt 2024-9-7 GIF.gif,,BYE ALT,,
content/asl_app_data/dictionary/SG ASL Balloon (Alt) 2023-12-20.mkv,,BALLOON (ALT),,
content/asl_app_data/dictionary/SG ASL Balloon (Alt) 2023-12-20 GIF.gif,,BALLOON (ALT),,
content/asl_app_data/dictionary/SG ASL Balloon (Alt) 2023-12-20 CC.mp4,,BALLOON (ALT),,
content/asl_app_data/dictionary/SG ASL Bar (Rod) 2 2024-1-10 GIF.gif,,BAR (ROD) 2,,
content/asl_app_data/dictionary/SG ASL Bar (Rod) 2 2024-1-10.mkv,,BAR (ROD) 2,,
content/asl_app_data/dictionary/SG ASL Bar (Rod) 2 2024-1-10 CC.mp4,,BAR (ROD) 2,,
content/asl_app_data/dictionary/SG ASL By Near Alt 2024-9-5 CC.mp4,,BY NEAR ALT,,
content/asl_app_data/dictionary/SG ASL By Near Alt 2024-9-5.mkv,,BY NEAR ALT,,
content/asl_app_data/dictionary/SG ASL By Near Alt 2024-9-5 GIF.gif,,BY NEAR ALT,,
content/asl_app_data/dictionary/SG ASL Banish 1 2024-1-4 CC.mp4,,BANISH 1,,
content/asl_app_data/dictionary/SG ASL Banish 1 2024-1-4 GIF.gif,,BANISH 1,,
content/asl_app_data/dictionary/SG ASL Banish 1 2024-1-4.mkv,,BANISH 1,,
content/asl_app_data/dictionary/SG ASL Brawl 2 2024-7-11 CC.mp4,,BRAWL 2,,
content/asl_app_data/dictionary/SG ASL Brawl 2 2024-7-11 GIF.gif,,BRAWL 2,,
content/asl_app_data/dictionary/SG ASL Brawl 2 2024-7-11.mkv,,BRAWL 2,,
content/asl_app_data/dictionary/SG ASL Balance 1 2023-12-17 CC.mp4,,BALANCE 1,,
content/asl_app_data/dictionary/SG ASL Balance 1 2023-12-17.mkv,,BALANCE 1,,
content/asl_app_data/dictionary/SG ASL Balance 1 2023-12-17 GIF.gif,,BALANCE 1,,
content/asl_app_data/dictionary/SG ASL Bamboozle (Alt) 2 2023-12-22.mkv,,BAMBOOZLE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bamboozle (Alt) 2 2023-12-22 GIF.gif,,BAMBOOZLE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bamboozle (Alt) 2 2023-12-22 CC.mp4,,BAMBOOZLE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Blouse Alt 2024-5-20 CC.mp4,,BLOUSE ALT,,
content/asl_app_data/dictionary/SG ASL Blouse Alt 2024-5-20.mkv,,BLOUSE ALT,,
content/asl_app_data/dictionary/SG ASL Blouse Alt 2024-5-20 GIF.gif,,BLOUSE ALT,,
content/asl_app_data/dictionary/SG ASL Black Friday 2024-4-28 CC.mp4,,BLACK FRIDAY,,
content/asl_app_data/dictionary/SG ASL Black Friday 2024-4-28.mkv,,BLACK FRIDAY,,
content/asl_app_data/dictionary/SG ASL Black Friday 2024-4-28 GIF.gif,,BLACK FRIDAY,,
content/asl_app_data/dictionary/SG ASL Bagel (Alt) 1 2023-12-15.mkv,,BAGEL (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bagel (Alt) 1 2023-12-15 CC.mp4,,BAGEL (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Bagel (Alt) 1 2023-12-15 GIF.gif,,BAGEL (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Black Person 2024-4-30.mkv,,BLACK PERSON,,
content/asl_app_data/dictionary/SG ASL Black Person 2024-4-30 GIF.gif,,BLACK PERSON,,
content/asl_app_data/dictionary/SG ASL Black Person 2024-4-30 CC.mp4,,BLACK PERSON,,
content/asl_app_data/dictionary/SG ASL Bear (Variant) 2024-2-18.mkv,,BEAR (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bear (Variant) 2024-2-18 CC.mp4,,BEAR (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bear (Variant) 2024-2-18 GIF.gif,,BEAR (VARIANT),,
content/asl_app_data/dictionary/SG ASL Babble (Alt) 2 2023-11-21.mkv,,BABBLE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Babble (Alt) 2 2023-11-21 GIF.gif,,BABBLE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Babble (Alt) 2 2023-11-21 CC.mp4,,BABBLE (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bengaldesh 2 2024-3-29.mkv,,BENGALDESH 2,,
content/asl_app_data/dictionary/SG ASL Bengaldesh 2 2024-3-29 CC.mp4,,BENGALDESH 2,,
content/asl_app_data/dictionary/SG ASL Bengaldesh 2 2024-3-29 GIF.gif,,BENGALDESH 2,,
content/asl_app_data/dictionary/SG ASL Bolt Metal 2024-6-5 GIF.gif,,BOLT METAL,,
content/asl_app_data/dictionary/SG ASL Bolt Metal 2024-6-5 CC.mp4,,BOLT METAL,,
content/asl_app_data/dictionary/SG ASL Bolt Metal 2024-6-5.mkv,,BOLT METAL,,
content/asl_app_data/dictionary/SG ASL Beg (Alt) 2024-3-9 CC.mp4,,BEG (ALT),,
content/asl_app_data/dictionary/SG ASL Beg (Alt) 2024-3-9.mkv,,BEG (ALT),,
content/asl_app_data/dictionary/SG ASL Beg (Alt) 2024-3-9 GIF.gif,,BEG (ALT),,
content/asl_app_data/dictionary/SG ASL Billfold (Variant) 2024-4-16.mkv,,BILLFOLD (VARIANT),,
content/asl_app_data/dictionary/SG ASL Billfold (Variant) 2024-4-16 GIF.gif,,BILLFOLD (VARIANT),,
content/asl_app_data/dictionary/SG ASL Billfold (Variant) 2024-4-16 CC.mp4,,BILLFOLD (VARIANT),,
content/asl_app_data/dictionary/SG ASL Bucket Alt 2024-8-10 GIF.gif,,BUCKET ALT,,
content/asl_app_data/dictionary/SG ASL Bucket Alt 2024-8-10.mkv,,BUCKET ALT,,
content/asl_app_data/dictionary/SG ASL Bucket Alt 2024-8-10 CC.mp4,,BUCKET ALT,,
content/asl_app_data/dictionary/SG ASL By Oneself 1 2024-9-6 GIF.gif,,BY ONESELF 1,,
content/asl_app_data/dictionary/SG ASL By Oneself 1 2024-9-6 CC.mp4,,BY ONESELF 1,,
content/asl_app_data/dictionary/SG ASL By Oneself 1 2024-9-6.mkv,,BY ONESELF 1,,
content/asl_app_data/dictionary/SG ASL Bounce Email 2024-6-27 GIF.gif,,BOUNCE EMAIL,,
content/asl_app_data/dictionary/SG ASL Bounce Email 2024-6-27.mkv,,BOUNCE EMAIL,,
content/asl_app_data/dictionary/SG ASL Bounce Email 2024-6-27 CC.mp4,,BOUNCE EMAIL,,
content/asl_app_data/dictionary/SG ASL Boil Alt 2024-6-3.mkv,,BOIL ALT,,
content/asl_app_data/dictionary/SG ASL Boil Alt 2024-6-3 CC.mp4,,BOIL ALT,,
content/asl_app_data/dictionary/SG ASL Boil Alt 2024-6-3 GIF.gif,,BOIL ALT,,
content/asl_app_data/dictionary/SG ASL Ball (Dance) 3 2023-12-18 GIF.gif,,BALL (DANCE) 3,,
content/asl_app_data/dictionary/SG ASL Ball (Dance) 3 2023-12-18.mkv,,BALL (DANCE) 3,,
content/asl_app_data/dictionary/SG ASL Ball (Dance) 3 2023-12-18 CC.mp4,,BALL (DANCE) 3,,
content/asl_app_data/dictionary/SG ASL Bumble 2 2024-8-15.mkv,,BUMBLE 2,,
content/asl_app_data/dictionary/SG ASL Bumble 2 2024-8-15 GIF.gif,,BUMBLE 2,,
content/asl_app_data/dictionary/SG ASL Bumble 2 2024-8-15 CC.mp4,,BUMBLE 2,,
content/asl_app_data/dictionary/SG ASL Banquet 3 2024-1-7 GIF.gif,,BANQUET 3,,
content/asl_app_data/dictionary/SG ASL Banquet 3 2024-1-7.mkv,,BANQUET 3,,
content/asl_app_data/dictionary/SG ASL Banquet 3 2024-1-7 CC.mp4,,BANQUET 3,,
content/asl_app_data/dictionary/SG ASL Bus FS 2024-9-1 GIF.gif,,BUS FS,,
content/asl_app_data/dictionary/SG ASL Bus FS 2024-9-1.mkv,,BUS FS,,
content/asl_app_data/dictionary/SG ASL Bus FS 2024-9-1 CC.mp4,,BUS FS,,
content/asl_app_data/dictionary/SG ASL Bald 2 2023-12-18 GIF.gif,,BALD 2,,
content/asl_app_data/dictionary/SG ASL Bald 2 2023-12-18.mkv,,BALD 2,,
content/asl_app_data/dictionary/SG ASL Bald 2 2023-12-18 CC.mp4,,BALD 2,,
content/asl_app_data/dictionary/SG ASL BBQ 2 2024-2-12.mkv,,BBQ 2,,
content/asl_app_data/dictionary/SG ASL BBQ 2 2024-2-12 GIF.gif,,BBQ 2,,
content/asl_app_data/dictionary/SG ASL BBQ 2 2024-2-12 CC.mp4,,BBQ 2,,
content/asl_app_data/dictionary/SG ASL Babysitter 2 2023-11-28.mkv,,BABYSITTER 2,,
content/asl_app_data/dictionary/SG ASL Belittle 2 2024-3-16 CC.mp4,,BELITTLE 2,,
content/asl_app_data/dictionary/SG ASL Belittle 2 2024-3-16.mkv,,BELITTLE 2,,
content/asl_app_data/dictionary/SG ASL Belittle 2 2024-3-16 GIF.gif,,BELITTLE 2,,
content/asl_app_data/dictionary/SG ASL Beach (Alt) 1 2024-2-12 GIF.gif,,BEACH (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Beach (Alt) 1 2024-2-12 CC.mp4,,BEACH (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Beach (Alt) 1 2024-2-12.mkv,,BEACH (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Blue Color Light 2 2024-5-23.mkv,,BLUE COLOR LIGHT 2,,
content/asl_app_data/dictionary/SG ASL Blue Color Light 2 2024-5-23 CC.mp4,,BLUE COLOR LIGHT 2,,
content/asl_app_data/dictionary/SG ASL Blue Color Light 2 2024-5-23 GIF.gif,,BLUE COLOR LIGHT 2,,
content/asl_app_data/dictionary/SG ASL Binocular 2 2024-4-22.mkv,,BINOCULAR 2,,
content/asl_app_data/dictionary/SG ASL Binocular 2 2024-4-22 CC.mp4,,BINOCULAR 2,,
content/asl_app_data/dictionary/SG ASL Binocular 2 2024-4-22 GIF.gif,,BINOCULAR 2,,
content/asl_app_data/dictionary/SG ASL Burkina Faso 2 2024-8-24 GIF.gif,,BURKINA FASO 2,,
content/asl_app_data/dictionary/SG ASL Burkina Faso 2 2024-8-24 CC.mp4,,BURKINA FASO 2,,
content/asl_app_data/dictionary/SG ASL Burkina Faso 2 2024-8-24.mkv,,BURKINA FASO 2,,
content/asl_app_data/dictionary/SG ASL Bench 2 2024-3-22.mkv,,BENCH 2,,
content/asl_app_data/dictionary/SG ASL Bench 2 2024-3-22 CC.mp4,,BENCH 2,,
content/asl_app_data/dictionary/SG ASL Bench 2 2024-3-22 GIF.gif,,BENCH 2,,
content/asl_app_data/dictionary/SG ASL Blender 2 Handed 2 2024-5-7.mkv,,BLENDER 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Blender 2 Handed 2 2024-5-7 CC.mp4,,BLENDER 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Blender 2 Handed 2 2024-5-7 GIF.gif,,BLENDER 2 HANDED 2,,
content/asl_app_data/dictionary/SG ASL Bottom Below 2024-6-26.mkv,,BOTTOM BELOW,,
content/asl_app_data/dictionary/SG ASL Bottom Below 2024-6-26 CC.mp4,,BOTTOM BELOW,,
content/asl_app_data/dictionary/SG ASL Bottom Below 2024-6-26 GIF.gif,,BOTTOM BELOW,,
content/asl_app_data/dictionary/SG ASL Bottle 2 2024-6-25 GIF.gif,,BOTTLE 2,,
content/asl_app_data/dictionary/SG ASL Bottle 2 2024-6-25 CC.mp4,,BOTTLE 2,,
content/asl_app_data/dictionary/SG ASL Bottle 2 2024-6-25.mkv,,BOTTLE 2,,
content/asl_app_data/dictionary/SG ASL Bust Statue 2024-9-3 GIF.gif,,BUST STATUE,,
content/asl_app_data/dictionary/SG ASL Bust Statue 2024-9-3 CC.mp4,,BUST STATUE,,
content/asl_app_data/dictionary/SG ASL Bust Statue 2024-9-3.mkv,,BUST STATUE,,
content/asl_app_data/dictionary/SG ASL Bear in Mind (Alt) 2 2024-2-19 CC.mp4,,BEAR IN MIND (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bear in Mind (Alt) 2 2024-2-19.mkv,,BEAR IN MIND (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Bear in Mind (Alt) 2 2024-2-19 GIF.gif,,BEAR IN MIND (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Beer Can 2024-3-5 GIF.gif,,BEER CAN,,
content/asl_app_data/dictionary/SG ASL Beer Can 2024-3-5.mkv,,BEER CAN,,
content/asl_app_data/dictionary/SG ASL Beer Can 2024-3-5 CC.mp4,,BEER CAN,,
content/asl_app_data/dictionary/SG ASL Benediction (Alt) 2 2024-3-25 CC.mp4,,BENEDICTION (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Benediction (Alt) 2 2024-3-25 GIF.gif,,BENEDICTION (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Benediction (Alt) 2 2024-3-25.mkv,,BENEDICTION (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Beige 1 2024-3-14.mkv,,BEIGE 1,,
content/asl_app_data/dictionary/SG ASL Beige 1 2024-3-14 GIF.gif,,BEIGE 1,,
content/asl_app_data/dictionary/SG ASL Beige 1 2024-3-14 CC.mp4,,BEIGE 1,,
content/asl_app_data/dictionary/SG ASL Badge (Name tag) 2023-12-13 CC.mp4,,BADGE (NAME TAG),,
content/asl_app_data/dictionary/SG ASL Badge (Name tag) 2023-12-13 GIF.gif,,BADGE (NAME TAG),,
content/asl_app_data/dictionary/SG ASL Badge (Name tag) 2023-12-13.mkv,,BADGE (NAME TAG),,
content/asl_app_data/dictionary/SG ASL Bankrupt (Sad Alt) 2024-1-5 CC.mp4,,BANKRUPT (SAD ALT),,
content/asl_app_data/dictionary/SG ASL Bankrupt (Sad Alt) 2024-1-5 GIF.gif,,BANKRUPT (SAD ALT),,
content/asl_app_data/dictionary/SG ASL Bankrupt (Sad Alt) 2024-1-5.mkv,,BANKRUPT (SAD ALT),,
content/asl_app_data/dictionary/SG ASL Baloney 2 2023-12-20 GIF.gif,,BALONEY 2,,
content/asl_app_data/dictionary/SG ASL Baloney 2 2023-12-20.mkv,,BALONEY 2,,
content/asl_app_data/dictionary/SG ASL Baloney 2 2023-12-20 CC.mp4,,BALONEY 2,,
content/asl_app_data/dictionary/SG ASL Born Again 2024-6-21.mkv,,BORN AGAIN,,
content/asl_app_data/dictionary/SG ASL Born Again 2024-6-21 GIF.gif,,BORN AGAIN,,
content/asl_app_data/dictionary/SG ASL Born Again 2024-6-21 CC.mp4,,BORN AGAIN,,
content/asl_app_data/dictionary/SG ASL Bee 3 2024-3-2 CC.mp4,,BEE 3,,
content/asl_app_data/dictionary/SG ASL Bee 3 2024-3-2 GIF.gif,,BEE 3,,
content/asl_app_data/dictionary/SG ASL Bee 3 2024-3-2.mkv,,BEE 3,,
content/asl_app_data/dictionary/SG ASL Beep (Alt) 2024-3-3 CC.mp4,,BEEP (ALT),,
content/asl_app_data/dictionary/SG ASL Beep (Alt) 2024-3-3 GIF.gif,,BEEP (ALT),,
content/asl_app_data/dictionary/SG ASL Beep (Alt) 2024-3-3.mkv,,BEEP (ALT),,
content/asl_app_data/dictionary/SG ASL Blustery Alt 2024-5-29 CC.mp4,,BLUSTERY ALT,,
content/asl_app_data/dictionary/SG ASL Blustery Alt 2024-5-29 GIF.gif,,BLUSTERY ALT,,
content/asl_app_data/dictionary/SG ASL Blustery Alt 2024-5-29.mkv,,BLUSTERY ALT,,
content/asl_app_data/dictionary/SG ASL Biographical Father 2024-4-22.mkv,,BIOGRAPHICAL FATHER,,
content/asl_app_data/dictionary/SG ASL Biographical Father 2024-4-22 CC.mp4,,BIOGRAPHICAL FATHER,,
content/asl_app_data/dictionary/SG ASL Biographical Father 2024-4-22 GIF.gif,,BIOGRAPHICAL FATHER,,
content/asl_app_data/dictionary/SG ASL Blow Up 2024-5-22 CC.mp4,,BLOW UP,,
content/asl_app_data/dictionary/SG ASL Blow Up 2024-5-22 GIF.gif,,BLOW UP,,
content/asl_app_data/dictionary/SG ASL Blow Up 2024-5-22.mkv,,BLOW UP,,
content/asl_app_data/dictionary/SG ASL Broke Object 2024-8-2 GIF.gif,,BROKE OBJECT,,
content/asl_app_data/dictionary/SG ASL Broke Object 2024-8-2.mkv,,BROKE OBJECT,,
content/asl_app_data/dictionary/SG ASL Broke Object 2024-8-2 CC.mp4,,BROKE OBJECT,,
content/asl_app_data/dictionary/SG ASL Bullshit Alt 2024-8-13 GIF.gif,,BULLSHIT ALT,,
content/asl_app_data/dictionary/SG ASL Bullshit Alt 2024-8-13.mkv,,BULLSHIT ALT,,
content/asl_app_data/dictionary/SG ASL Bullshit Alt 2024-8-13 CC.mp4,,BULLSHIT ALT,,
content/asl_app_data/dictionary/SG ASL Bye Other 2024-9-7 GIF.gif,,BYE OTHER,,
content/asl_app_data/dictionary/SG ASL Bye Other 2024-9-7 CC.mp4,,BYE OTHER,,
content/asl_app_data/dictionary/SG ASL Bye Other 2024-9-7.mkv,,BYE OTHER,,
content/asl_app_data/dictionary/SG ASL Belong to Me 2024-3-18 GIF.gif,,BELONG TO ME,,
content/asl_app_data/dictionary/SG ASL Belong to Me 2024-3-18.mkv,,BELONG TO ME,,
content/asl_app_data/dictionary/SG ASL Belong to Me 2024-3-18 CC.mp4,,BELONG TO ME,,
content/asl_app_data/dictionary/SG ASL Bowling Alt 2 2024-7-2.mkv,,BOWLING ALT 2,,
content/asl_app_data/dictionary/SG ASL Bowling Alt 2 2024-7-2 GIF.gif,,BOWLING ALT 2,,
content/asl_app_data/dictionary/SG ASL Bowling Alt 2 2024-7-2 CC.mp4,,BOWLING ALT 2,,
content/asl_app_data/dictionary/SG ASL Browse Alt 2024-8-7 GIF.gif,,BROWSE ALT,,
content/asl_app_data/dictionary/SG ASL Browse Alt 2024-8-7.mkv,,BROWSE ALT,,
content/asl_app_data/dictionary/SG ASL Browse Alt 2024-8-7 CC.mp4,,BROWSE ALT,,
content/asl_app_data/dictionary/SG ASL Blow Breath 2024-5-20 CC.mp4,,BLOW BREATH,,
content/asl_app_data/dictionary/SG ASL Blow Breath 2024-5-20 GIF.gif,,BLOW BREATH,,
content/asl_app_data/dictionary/SG ASL Blow Breath 2024-5-20.mkv,,BLOW BREATH,,
content/asl_app_data/dictionary/SG ASL Burn Out 2024-8-28 CC.mp4,,BURN OUT,,
content/asl_app_data/dictionary/SG ASL Burn Out 2024-8-28 GIF.gif,,BURN OUT,,
content/asl_app_data/dictionary/SG ASL Burn Out 2024-8-28.mkv,,BURN OUT,,
content/asl_app_data/dictionary/SG ASL Bias 3 2024-4-10.mkv,,BIAS 3,,
content/asl_app_data/dictionary/SG ASL Bias 3 2024-4-10 GIF.gif,,BIAS 3,,
content/asl_app_data/dictionary/SG ASL Bias 3 2024-4-10 CC.mp4,,BIAS 3,,
